Match ID,sbti_uid,forbes_uid,sbti_company,forbes_company,Similarity Score,sbti_fobes_uids
sbti_forbes_2905,SBTI_2905,Forbes_769,K2A Knaust & Andersson,Henderson Land,59,SBTI_2905Forbes_769
sbti_forbes_5857,SBTI_5857,Forbes_516,Visual Mitra LLP,Ally Financial,53,SBTI_5857Forbes_516
sbti_forbes_980,SBTI_980,Forbes_1149,CBCL Limited,Lotte Chemical,54,SBTI_980Forbes_1149
sbti_forbes_9,SBTI_9,Forbes_805,3P Innovation Ltd,SK Innovation ,73,SBTI_9Forbes_805
sbti_forbes_4143,SBTI_4143,Forbes_63,Papier-Mettler KG,Procter & Gamble,52,SBTI_4143Forbes_63
sbti_forbes_6154,SBTI_6154,Forbes_561,ZUP Emiter Sp.Z.o.o,Suzuki Motor,45,SBTI_6154Forbes_561
sbti_forbes_1228,SBTI_1228,Forbes_1254,CoreLogic,Hologic,75,SBTI_1228Forbes_1254
sbti_forbes_5338,SBTI_5338,Forbes_813,Tendam Retail S.A.,United Rentals,65,SBTI_5338Forbes_813
sbti_forbes_3331,SBTI_3331,Forbes_594,M1 Limited,Vedanta Limited,64,SBTI_3331Forbes_594
sbti_forbes_5070,SBTI_5070,Forbes_788,Statnett SF,Tatneft,67,SBTI_5070Forbes_788
sbti_forbes_2408,SBTI_2408,Forbes_1430,Hellenic Cables,Chailease Holding,56,SBTI_2408Forbes_1430
sbti_forbes_929,SBTI_929,Forbes_859,Capricórnio Têxtil,T Rowe Price,57,SBTI_929Forbes_859
sbti_forbes_5588,SBTI_5588,Forbes_184,Tre (Hi3G Access AB),Accenture,52,SBTI_5588Forbes_184
sbti_forbes_72,SBTI_72,Forbes_826,Aceros AZA S.A.,St. James's Place,53,SBTI_72Forbes_826
sbti_forbes_2592,SBTI_2592,Forbes_1722,IDEA S.p.A.,Nexi S.p.A.,70,SBTI_2592Forbes_1722
sbti_forbes_3970,SBTI_3970,Forbes_28,Oakdene Hollins Ltd.,Tencent Holdings,63,SBTI_3970Forbes_28
sbti_forbes_4486,SBTI_4486,Forbes_417,RENK Group,RWE Group,84,SBTI_4486Forbes_417
sbti_forbes_182,SBTI_182,Forbes_264,AKT II Limited,Air Liquide,56,SBTI_182Forbes_264
sbti_forbes_342,SBTI_342,Forbes_63,Apoteket AB,Procter & Gamble,56,SBTI_342Forbes_63
sbti_forbes_4056,SBTI_4056,Forbes_1944,Orbis Advisory Ltd,Aristocrat Leisure,50,SBTI_4056Forbes_1944
sbti_forbes_2312,SBTI_2312,Forbes_1265,Gymshark,Sharp,62,SBTI_2312Forbes_1265
sbti_forbes_3094,SBTI_3094,Forbes_212,KREA Ic ve Dis Tic. Ltd. Sti,Dai-ichi Life Insurance,49,SBTI_3094Forbes_212
sbti_forbes_3578,SBTI_3578,Forbes_432,Mills AS,General Mills,67,SBTI_3578Forbes_432
sbti_forbes_4743,SBTI_4743,Forbes_957,SECURECORP PTY LTD,Suncorp Group,52,SBTI_4743Forbes_957
sbti_forbes_1496,SBTI_1496,Forbes_493,Don't Cry Wolf Limited,Consolidated Edison,49,SBTI_1496Forbes_493
sbti_forbes_2665,SBTI_2665,Forbes_838,Ingager,Naver,67,SBTI_2665Forbes_838
sbti_forbes_3035,SBTI_3035,Forbes_780,KLP,KLA,67,SBTI_3035Forbes_780
sbti_forbes_4539,SBTI_4539,Forbes_731,Roberts Group Ltd,Simon Property Group,65,SBTI_4539Forbes_731
sbti_forbes_4820,SBTI_4820,Forbes_91,SHI International Corp,Glencore International,77,SBTI_4820Forbes_91
sbti_forbes_5950,SBTI_5950,Forbes_1878,Westfalia Fruit International,WESCO International,71,SBTI_5950Forbes_1878
sbti_forbes_3476,SBTI_3476,Forbes_1131,MEANINGS CAPITAL PARTNERS,Partners Group Holding,60,SBTI_3476Forbes_1131
sbti_forbes_548,SBTI_548,Forbes_951,B2E Consulting Solutions Ltd,Motorola Solutions,52,SBTI_548Forbes_951
sbti_forbes_564,SBTI_564,Forbes_52,Bakkavor Group plc,TD Bank Group,65,SBTI_564Forbes_52
sbti_forbes_288,SBTI_288,Forbes_728,Americold Realty Trust,Digital Realty Trust,71,SBTI_288Forbes_728
sbti_forbes_2153,SBTI_2153,Forbes_695,GlobalData,Global Payments,64,SBTI_2153Forbes_695
sbti_forbes_5356,SBTI_5356,Forbes_1052,Teva Pharmaceutical Industries Ltd.,Teva Pharmaceutical,72,SBTI_5356Forbes_1052
sbti_forbes_2466,SBTI_2466,Forbes_885,Hirdaramani International Exports (Pvt) Ltd,Expeditors International,62,SBTI_2466Forbes_885
sbti_forbes_5038,SBTI_5038,Forbes_934,SQUARE,Subaru,67,SBTI_5038Forbes_934
sbti_forbes_4429,SBTI_4429,Forbes_1827,"Re:CS Co.,Ltd.",Yunnan Copper Co. Ltd.,56,SBTI_4429Forbes_1827
sbti_forbes_5599,SBTI_5599,Forbes_28,Trident Building Consultancy,Tencent Holdings,55,SBTI_5599Forbes_28
sbti_forbes_1777,SBTI_1777,Forbes_1798,Eva NYC,Korea Zinc,59,SBTI_1777Forbes_1798
sbti_forbes_5091,SBTI_5091,Forbes_1961,Stillfront Group AB (publ),Huali Industrial Group,57,SBTI_5091Forbes_1961
sbti_forbes_1380,SBTI_1380,Forbes_398,Decathlon,Eaton,71,SBTI_1380Forbes_398
sbti_forbes_2863,SBTI_2863,Forbes_1953,JM Baxi Ports & Logistics Limited,XPO Logistics,55,SBTI_2863Forbes_1953
sbti_forbes_3540,SBTI_3540,Forbes_1214,Metz A/S,EQT AB,57,SBTI_3540Forbes_1214
sbti_forbes_3684,SBTI_3684,Forbes_847,MTN Group Limited,MTN Group,69,SBTI_3684Forbes_847
sbti_forbes_3518,SBTI_3518,Forbes_87,Merck KGaA,Merck & Co.,67,SBTI_3518Forbes_87
sbti_forbes_225,SBTI_225,Forbes_908,"Alltech, Inc.",Alleghany,60,SBTI_225Forbes_908
sbti_forbes_3933,SBTI_3933,Forbes_1928,"NR Instant Produce Co., Ltd",CoStar Group,54,SBTI_3933Forbes_1928
sbti_forbes_4223,SBTI_4223,Forbes_614,Pihl Holding A/S,S.F. Holding,74,SBTI_4223Forbes_614
sbti_forbes_457,SBTI_457,Forbes_1010,"Asymchem Life Science (Tianjin) Co.,Ltd.",Edwards Lifesciences,50,SBTI_457Forbes_1010
sbti_forbes_367,SBTI_367,Forbes_680,"Arcadia Co., Ltd.",Cardinal Health,55,SBTI_367Forbes_680
sbti_forbes_1950,SBTI_1950,Forbes_789,FORSEE POWER,Power Finance,64,SBTI_1950Forbes_789
sbti_forbes_2439,SBTI_2439,Forbes_1729,Hexagon Composites ASA,Bausch Health Companies,62,SBTI_2439Forbes_1729
sbti_forbes_2367,SBTI_2367,Forbes_1711,Haseko Corporation,Sumec Corporation,80,SBTI_2367Forbes_1711
sbti_forbes_4887,SBTI_4887,Forbes_1751,Silgan Closures,Credito Emiliano,52,SBTI_4887Forbes_1751
sbti_forbes_5111,SBTI_5111,Forbes_25,Straub-Verpackungen GmbH,Volkswagen Group,45,SBTI_5111Forbes_25
sbti_forbes_3604,SBTI_3604,Forbes_1141,Mitsubishi Estate Logistics REIT Investment Corporation,Korea Investment Holdings,48,SBTI_3604Forbes_1141
sbti_forbes_4689,SBTI_4689,Forbes_587,Scan Global Logistics A/S,Nan Ya Plastics,55,SBTI_4689Forbes_587
sbti_forbes_2524,SBTI_2524,Forbes_25,HoWe Wurstwaren KG,Volkswagen Group,47,SBTI_2524Forbes_25
sbti_forbes_3870,SBTI_3870,Forbes_1827,"Niwa kogyo Co., Ltd",Yunnan Copper Co. Ltd.,59,SBTI_3870Forbes_1827
sbti_forbes_5500,SBTI_5500,Forbes_1618,"TOHO SHEET & FRAME CO.,LTD.","Sumitomo Forestry Co.,",56,SBTI_5500Forbes_1618
sbti_forbes_5978,SBTI_5978,Forbes_1223,Wilmington plc,Toppan Printing,55,SBTI_5978Forbes_1223
sbti_forbes_3105,SBTI_3105,Forbes_31,"Kumho Tire Co., Inc.",China Mobile,55,SBTI_3105Forbes_31
sbti_forbes_2597,SBTI_2597,Forbes_670,If P&C Insurance Holding Ltd. (publ),China Taiping Insurance,61,SBTI_2597Forbes_670
sbti_forbes_6107,SBTI_6107,Forbes_594,Zebra MTD Limited,Vedanta Limited,62,SBTI_6107Forbes_594
sbti_forbes_4779,SBTI_4779,Forbes_1449,SERVIER,ServiceNow,71,SBTI_4779Forbes_1449
sbti_forbes_726,SBTI_726,Forbes_1492,Bloomberg LP,Globe Life,55,SBTI_726Forbes_1492
sbti_forbes_4168,SBTI_4168,Forbes_1441,PDSVISION Group AB,KION Group,64,SBTI_4168Forbes_1441
sbti_forbes_5000,SBTI_5000,Forbes_256,SP Energy Networks,NextEra Energy,69,SBTI_5000Forbes_256
sbti_forbes_1312,SBTI_1312,Forbes_558,CWT,WTW,67,SBTI_1312Forbes_558
sbti_forbes_20,SBTI_20,Forbes_246,A.P.C. (Atelier de Production et de Création),China Communications Construction,49,SBTI_20Forbes_246
sbti_forbes_5367,SBTI_5367,Forbes_52,The Arnotts Group,TD Bank Group,67,SBTI_5367Forbes_52
sbti_forbes_3452,SBTI_3452,Forbes_775,Max Baermann GmbH,Baker Hughes Company,54,SBTI_3452Forbes_775
sbti_forbes_809,SBTI_809,Forbes_1002,Brillio LLC,Block,50,SBTI_809Forbes_1002
sbti_forbes_2029,SBTI_2029,Forbes_1613,"Fumiso Co.,Ltd","LG Innotek Co.,",54,SBTI_2029Forbes_1613
sbti_forbes_3581,SBTI_3581,Forbes_1263,MinebeaMitsumi Inc.,Mitsui Chemicals,59,SBTI_3581Forbes_1263
sbti_forbes_2839,SBTI_2839,Forbes_411,JDR Cable Systems Limited,BAE Systems,56,SBTI_2839Forbes_411
sbti_forbes_4216,SBTI_4216,Forbes_1633,Phoenix Zementwerke Krogbeumker GmbH & Co. KG,Interactive Brokers Group,42,SBTI_4216Forbes_1633
sbti_forbes_5909,SBTI_5909,Forbes_928,Warmworks Scotland LLP,American Water Works,57,SBTI_5909Forbes_928
sbti_forbes_3787,SBTI_3787,Forbes_1432,Nepi Rockcastle,Epiroc,57,SBTI_3787Forbes_1432
sbti_forbes_2323,SBTI_2323,Forbes_1967,"HAINAN JINPAN SMART TECHNOLOGY CO., LTD.",AviChina Industry & Technology,65,SBTI_2323Forbes_1967
sbti_forbes_2128,SBTI_2128,Forbes_1164,"Giraffe・Corporation Co.,LTD.",CJ Corporation,65,SBTI_2128Forbes_1164
sbti_forbes_4381,SBTI_4381,Forbes_1799,"Qingdao Reliance Machinery Co., Ltd",Qingdao Rural Commercial Bank,52,SBTI_4381Forbes_1799
sbti_forbes_5024,SBTI_5024,Forbes_43,SPIE,Pfizer,60,SBTI_5024Forbes_43
sbti_forbes_3757,SBTI_3757,Forbes_1269,Native Land,Canadian Tire,58,SBTI_3757Forbes_1269
sbti_forbes_539,SBTI_539,Forbes_1717,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,Live Nation Entertainment,45,SBTI_539Forbes_1717
sbti_forbes_2068,SBTI_2068,Forbes_1462,Gaysha Limited,Ahli United Bank,53,SBTI_2068Forbes_1462
sbti_forbes_5935,SBTI_5935,Forbes_18,Wells & Co.,Wells Fargo,74,SBTI_5935Forbes_18
sbti_forbes_2572,SBTI_2572,Forbes_1019,HYUNDAI Engineering & Construction,Shaanxi Construction Engineering Group,80,SBTI_2572Forbes_1019
sbti_forbes_586,SBTI_586,Forbes_1820,Bangladesh Export Import Company Limited,Horizon Therapeutics Public Limited Company,48,SBTI_586Forbes_1820
sbti_forbes_1475,SBTI_1475,Forbes_1930,discoverIE Group plc,Mr. Cooper Group,63,SBTI_1475Forbes_1930
sbti_forbes_3643,SBTI_3643,Forbes_1523,Mondi plc,Mondi,71,SBTI_3643Forbes_1523
sbti_forbes_5114,SBTI_5114,Forbes_1830,Stretchline Holdings Limited,Senshu Ikeda Holdings,65,SBTI_5114Forbes_1830
sbti_forbes_4532,SBTI_4532,Forbes_1354,RJ McLeod (Contractors) Ltd,Waste Connections,48,SBTI_4532Forbes_1354
sbti_forbes_1126,SBTI_1126,Forbes_1620,Cloudfm Group Limited,Trip.com Group,63,SBTI_1126Forbes_1620
sbti_forbes_5801,SBTI_5801,Forbes_826,Verstegen Spices & Sauces,St. James's Place,56,SBTI_5801Forbes_826
sbti_forbes_1320,SBTI_1320,Forbes_481,d-fine,Vodafone,57,SBTI_1320Forbes_481
sbti_forbes_3614,SBTI_3614,Forbes_373,"Miyakoda Construction Co., Ltd",China Railway Construction,63,SBTI_3614Forbes_373
sbti_forbes_5949,SBTI_5949,Forbes_1240,Western Power Distribution plc,Datang International Power,54,SBTI_5949Forbes_1240
sbti_forbes_5745,SBTI_5745,Forbes_584,Valani Global,Liberty Global,67,SBTI_5745Forbes_584
sbti_forbes_1111,SBTI_1111,Forbes_126,Clearview Communications LTD,Charter Communications,76,SBTI_1111Forbes_126
sbti_forbes_5033,SBTI_5033,Forbes_1566,Spreafico Francesco & F.lli S.p.A.,Adani Ports & Special Economic Zone,50,SBTI_5033Forbes_1566
sbti_forbes_4090,SBTI_4090,Forbes_1722,OTB S.p.A,Nexi S.p.A.,63,SBTI_4090Forbes_1722
sbti_forbes_6109,SBTI_6109,Forbes_883,Zehnder Group International AG,EN+ Group International ,77,SBTI_6109Forbes_883
sbti_forbes_5789,SBTI_5789,Forbes_35,Verallia,Allianz,67,SBTI_5789Forbes_35
sbti_forbes_3465,SBTI_3465,Forbes_1021,McCann Worldgroup,Goodman Group,60,SBTI_3465Forbes_1021
sbti_forbes_2842,SBTI_2842,Forbes_1228,"Jerónimo Martins - SGPS, S.A.",Jeronimo Martins,75,SBTI_2842Forbes_1228
sbti_forbes_5619,SBTI_5619,Forbes_243,TSG HOLDING SOLUTIONS (TSG Group),Longfor Group Holdings,68,SBTI_5619Forbes_243
sbti_forbes_1507,SBTI_1507,Forbes_1506,dormakaba,KakaoBank,56,SBTI_1507Forbes_1506
sbti_forbes_596,SBTI_596,Forbes_587,BARLOG Plastics GmbH,Nan Ya Plastics,57,SBTI_596Forbes_587
sbti_forbes_5297,SBTI_5297,Forbes_219,Tecan Group Ltd.,Midea Group,69,SBTI_5297Forbes_219
sbti_forbes_1127,SBTI_1127,Forbes_733,CLP Holdings Limited,CLP Holdings,75,SBTI_1127Forbes_733
sbti_forbes_313,SBTI_313,Forbes_1735,ANDRITZ,Rite Aid,67,SBTI_313Forbes_1735
sbti_forbes_2465,SBTI_2465,Forbes_1826,"Hirano Co.,Ltd",ICON (Ireland),64,SBTI_2465Forbes_1826
sbti_forbes_4127,SBTI_4127,Forbes_43,PALFINGER AG,Pfizer,56,SBTI_4127Forbes_43
sbti_forbes_3045,SBTI_3045,Forbes_751,Knowit AB (publ),Public Bank,56,SBTI_3045Forbes_751
sbti_forbes_6072,SBTI_6072,Forbes_178,YASUHIRA MACHINE TOOL INC.,Tokio Marine Holdings,52,SBTI_6072Forbes_178
sbti_forbes_439,SBTI_439,Forbes_584,ASL Global Limited,Liberty Global,62,SBTI_439Forbes_584
sbti_forbes_5830,SBTI_5830,Forbes_499,Viking Malt,Fast Retailing,56,SBTI_5830Forbes_499
sbti_forbes_3279,SBTI_3279,Forbes_187,Lonsdale,Linde,62,SBTI_3279Forbes_187
sbti_forbes_2605,SBTI_2605,Forbes_1492,iGO4 Limited,Globe Life,55,SBTI_2605Forbes_1492
sbti_forbes_2249,SBTI_2249,Forbes_823,Groupe FSD,Absa Group,70,SBTI_2249Forbes_823
sbti_forbes_2640,SBTI_2640,Forbes_840,INDURA,Nomura,67,SBTI_2640Forbes_840
sbti_forbes_1809,SBTI_1809,Forbes_649,Exyte GMBH,Mitsubishi Estate,52,SBTI_1809Forbes_649
sbti_forbes_2796,SBTI_2796,Forbes_1915,J Murphy & Sons Ltd,Murphy USA,59,SBTI_2796Forbes_1915
sbti_forbes_3338,SBTI_3338,Forbes_769,Macintyre Hudson LLP,Henderson Land,53,SBTI_3338Forbes_769
sbti_forbes_137,SBTI_137,Forbes_1318,Agilitas IT Solutions Limited,International Airlines,51,SBTI_137Forbes_1318
sbti_forbes_3831,SBTI_3831,Forbes_1711,NICHICON CORPORATION,Sumec Corporation,70,SBTI_3831Forbes_1711
sbti_forbes_4785,SBTI_4785,Forbes_379,Severn Trent,State Street,58,SBTI_4785Forbes_379
sbti_forbes_5621,SBTI_5621,Forbes_807,"TSI HOLDINGS CO., LTD.",T&D Holdings,71,SBTI_5621Forbes_807
sbti_forbes_3208,SBTI_3208,Forbes_498,Lerøy Seafood Group ASA,Lenovo Group,59,SBTI_3208Forbes_498
sbti_forbes_3936,SBTI_3936,Forbes_1004,NRGi a.m.b.a.,China Mengniu Dairy,52,SBTI_3936Forbes_1004
sbti_forbes_770,SBTI_770,Forbes_1500,BorgWarner Inc.,BorgWarner,83,SBTI_770Forbes_1500
sbti_forbes_1706,SBTI_1706,Forbes_485,ENTAIN PLC,NTPC,57,SBTI_1706Forbes_485
sbti_forbes_5300,SBTI_5300,Forbes_907,Technology & Strategy,Seagate Technology,81,SBTI_5300Forbes_907
sbti_forbes_5887,SBTI_5887,Forbes_1583,Vöslauer Mineralwasser GmbH,Vulcan Materials,48,SBTI_5887Forbes_1583
sbti_forbes_3792,SBTI_3792,Forbes_47,Netcall,Nestlé,67,SBTI_3792Forbes_47
sbti_forbes_4768,SBTI_4768,Forbes_694,Semler Gruppen,Seazen Group,62,SBTI_4768Forbes_694
sbti_forbes_3257,SBTI_3257,Forbes_1711,LIXIL Group Corporation,Sumec Corporation,65,SBTI_3257Forbes_1711
sbti_forbes_1755,SBTI_1755,Forbes_413,Eton Group AB,BT Group,76,SBTI_1755Forbes_413
sbti_forbes_5869,SBTI_5869,Forbes_20,VMI.TV Ltd,AT&T,43,SBTI_5869Forbes_20
sbti_forbes_4504,SBTI_4504,Forbes_878,Reynaldi SRL SB,Hyundai Steel,50,SBTI_4504Forbes_878
sbti_forbes_5761,SBTI_5761,Forbes_261,Valuence Holdings Inc.,Seven & I Holdings,76,SBTI_5761Forbes_261
sbti_forbes_4787,SBTI_4787,Forbes_548,SGV International LLC,Magna International,75,SBTI_4787Forbes_548
sbti_forbes_4005,SBTI_4005,Forbes_1711,Okamura Corporation,Sumec Corporation,72,SBTI_4005Forbes_1711
sbti_forbes_5246,SBTI_5246,Forbes_1022,Takasago International Corporation,iA Financial Corporation,69,SBTI_5246Forbes_1022
sbti_forbes_3233,SBTI_3233,Forbes_548,Lindab International AB,Magna International,76,SBTI_3233Forbes_548
sbti_forbes_712,SBTI_712,Forbes_1281,Bird & Bird LLP,Banco de Sabadell,47,SBTI_712Forbes_1281
sbti_forbes_5244,SBTI_5244,Forbes_1263,"TAKAGI CHEMICALS, INC.",Mitsui Chemicals,72,SBTI_5244Forbes_1263
sbti_forbes_2557,SBTI_2557,Forbes_1138,HUNG HING METAL MANUFACTORY LIMITED,China Huarong Asset Management,49,SBTI_2557Forbes_1138
sbti_forbes_5150,SBTI_5150,Forbes_1433,Sunway Berhad,Suntory Beverage & Food,59,SBTI_5150Forbes_1433
sbti_forbes_3497,SBTI_3497,Forbes_1832,"MEIWA KOGYO CO., LTD.",Zhejiang Expressway Co. Ltd.,55,SBTI_3497Forbes_1832
sbti_forbes_550,SBTI_550,Forbes_584,B2R Local No.1 Pty Ltd,Liberty Global,44,SBTI_550Forbes_584
sbti_forbes_5010,SBTI_5010,Forbes_1168,Specialfastigheter Sverige AB,Fastighets Balder,57,SBTI_5010Forbes_1168
sbti_forbes_3778,SBTI_3778,Forbes_1967,Needle Craft for Clothing Industry,AviChina Industry & Technology,55,SBTI_3778Forbes_1967
sbti_forbes_199,SBTI_199,Forbes_883,ALE INTERNATIONAL SASU (GROUP),EN+ Group International ,84,SBTI_199Forbes_883
sbti_forbes_345,SBTI_345,Forbes_7,"Apple, Inc.",Apple,71,SBTI_345Forbes_7
sbti_forbes_3108,SBTI_3108,Forbes_1967,"Kunshan JC Industrial Technology Co., Ltd.",AviChina Industry & Technology,60,SBTI_3108Forbes_1967
sbti_forbes_4502,SBTI_4502,Forbes_542,Reykjavik Energy (OR),Yankuang Energy Group,60,SBTI_4502Forbes_542
sbti_forbes_5995,SBTI_5995,Forbes_1022,Wiwynn Corporation,iA Financial Corporation,71,SBTI_5995Forbes_1022
sbti_forbes_3445,SBTI_3445,Forbes_935,"Matsugatani lron works construction co.,Ltd",Jiangsu Zhongnan Construction Group,55,SBTI_3445Forbes_935
sbti_forbes_3008,SBTI_3008,Forbes_875,Kin and Carta,Conagra Brands,59,SBTI_3008Forbes_875
sbti_forbes_4837,SBTI_4837,Forbes_178,"Shinseinihonkinzoku Co., Ltd.",Tokio Marine Holdings,51,SBTI_4837Forbes_178
sbti_forbes_1417,SBTI_1417,Forbes_305,DentalXChange,IntercontinentalExchange,65,SBTI_1417Forbes_305
sbti_forbes_497,SBTI_497,Forbes_1252,Austria Glas Recycling GmbH,China Gas Holdings,53,SBTI_497Forbes_1252
sbti_forbes_2629,SBTI_2629,Forbes_1820,Impressions Services Private Limited,Horizon Therapeutics Public Limited Company,58,SBTI_2629Forbes_1820
sbti_forbes_1054,SBTI_1054,Forbes_1766,Choice Properties REIT,Medical Properties Trust,70,SBTI_1054Forbes_1766
sbti_forbes_1832,SBTI_1832,Forbes_1711,Fanuc Corporation,Sumec Corporation,82,SBTI_1832Forbes_1711
sbti_forbes_505,SBTI_505,Forbes_1158,Automatismes du Centre Est,Penske Automotive,56,SBTI_505Forbes_1158
sbti_forbes_2270,SBTI_2270,Forbes_1164,Grupo Cooperativo Cajamar,CJ Corporation,56,SBTI_2270Forbes_1164
sbti_forbes_5257,SBTI_5257,Forbes_430,Tammer Brands,Imperial Brands,71,SBTI_5257Forbes_430
sbti_forbes_1927,SBTI_1927,Forbes_1122,Fokus Zukunft GmbH & Co. KG,West Fraser Timber Co.,44,SBTI_1927Forbes_1122
sbti_forbes_1573,SBTI_1573,Forbes_801,ebm-papst Mulfingen GmbH und Co. KG,Samsung Fire & Marine,42,SBTI_1573Forbes_801
sbti_forbes_2018,SBTI_2018,Forbes_804,"FUJIMOTO CHEMICALS CO., LTD.",Formosa Chemicals,62,SBTI_2018Forbes_804
sbti_forbes_4967,SBTI_4967,Forbes_32,Softcat plc,Comcast,56,SBTI_4967Forbes_32
sbti_forbes_1493,SBTI_1493,Forbes_1453,Domino's Pizza Enterprises Ltd,Adani Enterprises,60,SBTI_1493Forbes_1453
sbti_forbes_4101,SBTI_4101,Forbes_1158,Overton Automotive,Penske Automotive,74,SBTI_4101Forbes_1158
sbti_forbes_565,SBTI_565,Forbes_1652,Balanced Commercial Property Trust Limited,Banco Comercial Portugues,63,SBTI_565Forbes_1652
sbti_forbes_1720,SBTI_1720,Forbes_70,EQUANS,Equinor,62,SBTI_1720Forbes_70
sbti_forbes_5910,SBTI_5910,Forbes_890,Warner Music Group,Universal Music Group,77,SBTI_5910Forbes_890
sbti_forbes_4589,SBTI_4589,Forbes_773,RugVista AB,HAL Trust,60,SBTI_4589Forbes_773
sbti_forbes_185,SBTI_185,Forbes_893,AL-RAHIM TEXTILE INDUSTRIES,Techtronic Industries,62,SBTI_185Forbes_893
sbti_forbes_3734,SBTI_3734,Forbes_379,Naked Sprout Ltd,State Street,50,SBTI_3734Forbes_379
sbti_forbes_1775,SBTI_1775,Forbes_963,EV Private Equity,Equity Residential,57,SBTI_1775Forbes_963
sbti_forbes_161,SBTI_161,Forbes_1315,Airam Electric,Electronic Arts,76,SBTI_161Forbes_1315
sbti_forbes_852,SBTI_852,Forbes_106,"Bunka Shutter Co., Ltd.",State Bank of India,56,SBTI_852Forbes_106
sbti_forbes_4072,SBTI_4072,Forbes_594,Ornua Co-operative Limited,Vedanta Limited,59,SBTI_4072Forbes_594
sbti_forbes_3991,SBTI_3991,Forbes_162,Oesse srl,Lowe's,53,SBTI_3991Forbes_162
sbti_forbes_3587,SBTI_3587,Forbes_968,"Miquel y Costas & Miquel, S.A",Quest Diagnostics,47,SBTI_3587Forbes_968
sbti_forbes_2337,SBTI_2337,Forbes_653,"Han Yin (Shanghai) Eco-Materials Technology Co., Ltd.",ASE Technology Holding,54,SBTI_2337Forbes_653
sbti_forbes_328,SBTI_328,Forbes_702,AnyJunk Limited,Bank Leumi,56,SBTI_328Forbes_702
sbti_forbes_4227,SBTI_4227,Forbes_1243,Pinsent Masons LLP,Nippon Paint,53,SBTI_4227Forbes_1243
sbti_forbes_2170,SBTI_2170,Forbes_1950,Godrej Properties Limited,Healthpeak Properties,65,SBTI_2170Forbes_1950
sbti_forbes_2167,SBTI_2167,Forbes_121,Godrej AgroveT Limited,Credit Agricole,54,SBTI_2167Forbes_121
sbti_forbes_1708,SBTI_1708,Forbes_1276,Envases Universales de México,Universal Health Services,60,SBTI_1708Forbes_1276
sbti_forbes_2866,SBTI_2866,Forbes_445,John F Hunt Ltd,D.R. Horton,48,SBTI_2866Forbes_445
sbti_forbes_3543,SBTI_3543,Forbes_1665,MFP INDUSTRY SAS DI LUDMILA LUNGU & C.,China Shipbuilding Industry,55,SBTI_3543Forbes_1665
sbti_forbes_4296,SBTI_4296,Forbes_594,Primark Limited,Vedanta Limited,60,SBTI_4296Forbes_594
sbti_forbes_5852,SBTI_5852,Forbes_149,Visa Inc.,Visa,67,SBTI_5852Forbes_149
sbti_forbes_3901,SBTI_3901,Forbes_440,Norfolk Southern Corporation,Norfolk Southern,73,SBTI_3901Forbes_440
sbti_forbes_4377,SBTI_4377,Forbes_505,Qinetiq,Intuit,62,SBTI_4377Forbes_505
sbti_forbes_2460,SBTI_2460,Forbes_644,Hindalco Industries Limited,Hindalco Industries,83,SBTI_2460Forbes_644
sbti_forbes_1376,SBTI_1376,Forbes_537,De Beers Group,CBRE Group,75,SBTI_1376Forbes_537
sbti_forbes_4602,SBTI_4602,Forbes_1096,S4 Capital PLC,CNPC Capital,77,SBTI_4602Forbes_1096
sbti_forbes_4077,SBTI_4077,Forbes_497,"Osawa Wax Co.,Ltd.",Shaanxi Coal Industry,49,SBTI_4077Forbes_497
sbti_forbes_6147,SBTI_6147,Forbes_1740,ZS Associates,Mercuries & Associates,73,SBTI_6147Forbes_1740
sbti_forbes_3145,SBTI_3145,Forbes_1421,Lakeland Dairies,China Eastern Airlines,58,SBTI_3145Forbes_1421
sbti_forbes_5517,SBTI_5517,Forbes_10,Tom Tailor GmbH,Toyota Motor,52,SBTI_5517Forbes_10
sbti_forbes_3103,SBTI_3103,Forbes_32,"KUMADA CO., LTD.",Comcast,50,SBTI_3103Forbes_32
sbti_forbes_3588,SBTI_3588,Forbes_1030,Mirae Asset Securities,Daiwa Securities,74,SBTI_3588Forbes_1030
sbti_forbes_3176,SBTI_3176,Forbes_690,"League, Inc.",Legend Holding,58,SBTI_3176Forbes_690
sbti_forbes_634,SBTI_634,Forbes_475,BEL S.A.,SEB AB,62,SBTI_634Forbes_475
sbti_forbes_5467,SBTI_5467,Forbes_1082,thyssenkrupp Steel Europe AG,ThyssenKrupp Group,74,SBTI_5467Forbes_1082
sbti_forbes_5253,SBTI_5253,Forbes_188,TAL Apparel Ltd,ArcelorMittal,57,SBTI_5253Forbes_188
sbti_forbes_1340,SBTI_1340,Forbes_1613,"Daiwatech Co., Ltd.","LG Innotek Co.,",55,SBTI_1340Forbes_1613
sbti_forbes_933,SBTI_933,Forbes_112,Capture One A/S,Capital One,62,SBTI_933Forbes_112
sbti_forbes_4588,SBTI_4588,Forbes_618,Rügenwalder Mühle Carl Müller GmbH und Co. KG,Metallurgical Corp of China,44,SBTI_4588Forbes_618
sbti_forbes_4701,SBTI_4701,Forbes_1820,SCG Packaging Public Company Limited,Horizon Therapeutics Public Limited Company,61,SBTI_4701Forbes_1820
